0.062770857;0.066444473;0.052224847;0.055705947;0.040024257;0.037364639;0.041227624;0.031614966;0.038597201
0.104443573;0.117909224;0.143193131;0.06548036;0.123862947;0.076908068;0.052208784;0.097439257;0.136348002
0.12117599;0.087712486;0.136581991;0.062154914;0.244542147;0.362037007;0.019072201;0.188965791;0.193012983
0.055664981;0.033039952;0.027096991;0.018116422;0.028097837;0.025137394;0.073913631;0.037863835;0.025661777
0.050356151;0.029517215;0.027014122;0.021568071;0.032633414;0.026568242;0.084720997;0.027279544;0.028649469
0.054382357;0.060087152;0.057239106;0.030686228;0.042260461;0.029429937;0.058639134;0.035286715;0.046622829
0.046719763;0.058195271;0.054400499;0.042498817;0.043043764;0.030307957;0.02628784;0.045388335;0.042003035
0.041111425;0.040046596;0.028017763;0.041710049;0.026733374;0.028747033;0.028064394;0.027512261;0.022883156
0.02014589;0.024329105;0.021444769;0.044290898;0.015691328;0.011219147;0.018119557;0.014238802;0.020455235
0.026552153;0.038534386;0.035276074;0.085414103;0.027744087;0.014958863;0.019065765;0.022133924;0.028359467
0.062258722;0.097251704;0.095326164;0.161445023;0.066542854;0.034470424;0.081238695;0.068160074;0.073019727
0.081411207;0.093530503;0.117966621;0.139542515;0.115865676;0.087379272;0.080395476;0.121900346;0.112048558
0.0196429;0.014254897;0.015304539;0.031247831;0.013038205;0.012552437;0.081225822;0.017893312;0.026187827
0.041208593;0.06201139;0.049450694;0.080681496;0.024800384;0.02087737;0.075625817;0.030442765;0.053717754
0.073563421;0.051494952;0.051208052;0.041407162;0.069991914;0.054209619;0.073063975;0.08612234;0.063800371
0.036642817;0.021289585;0.014637637;0.017081559;0.013278249;0.01375565;0.082365133;0.02237526;0.021298263
0.053434678;0.053973596;0.037187332;0.030831361;0.033517789;0.070371695;0.059456606;0.059532326;0.033302984
0.031363709;0.037352231;0.025864473;0.023088815;0.027668284;0.052290982;0.036277735;0.049025607;0.024865959
0.017150814;0.013025283;0.010565196;0.00704843;0.010663028;0.011414263;0.009030813;0.01682454;0.009165402